@relation SentiSe

@attribute lab {0,-1,1}
@attribute text string

@data
-1,'and debugging is hell  because the test environment needs to have the exact same loader setup. '
-1,'and i think if we are going to do a sweep up of shit  we should just kill root. '
-1,'and it will break ugly everything seems to work but data is never streamed to cassandra .'
-1,'and the current behavior is irritating. '
-1,'and with a network that tolerates almost everything to get a mail somehow in the right place it is only seldom noticed -lrb- or when it is it is blamed on microsoft .'
-1,'another backport (for a different jira) of mine is failing and i want to see if i can figure out what might be wrong there before doing a new backport. '
-1,'any word on whether it will be fixed? '
-1,'app developers never do what they should positivesentiment'
-1,'as far as the query shit  i have no idea if solrdispatchfilter or whatever could/should do thread.currentthread().setname(x) or whatever (and maybe restore after) '
-1,'aside from the job succeeding (it does not)  what effect should i be able to measure (in order to see if this is doing anything)? '
-1,'bad ie. '
-1,'bad memory. '
-1,'bad.  '
-1,'because we NOT_do not NOT_care for this in cases where we there is no node that is down .'
-1,'bloody hell !!! '
-1,'blooper after blooper_ i hate svn. '
-1,'both equally bad. '
-1,'bq. this is solr\'s fault by having a getter that does some heavy duty xml shit. '
-1,'brain fart. '
-1,'brandon  sorry. '
-1,'btw: this is one reason why i hate this autoboxing shit since java 5. i would love to have a way to prevent it in code (forbidden checks should detect this somehow).  '
-1,'bug in existing testdelegationtokenrestoredonrmrestart(). '
-1,'bugs like this make me sad. '
-1,'but even if it NOT_was not it would be totally worthless where it is at .'
-1,'but app developers should always explicitly set it based on their application  my guess is that a large enough group of people take the defaults that it matters. '
-1,'but i will quit committing to hama then because i NOT_am not NOT_going to NOT_support NOT_only a NOT_binary format .'
-1,'but it NOT_was not the NOT_only issue : we also want to manage priorities between the tasks but we need to read them to get enough information to make the right priorities .'
-1,'but now that i think about it  it may crap out when coming back to read even on a recovered file. '
-1,'but please NOT_do not NOT_say that my reasoning is bad _ because it NOT_is not .'
-1,'completely missed issue 614.. '
-1,'crap  forgot to verify that this is inconsistant with mri  it is not. '
-1,'credit  of course  goes to dick. '
-1,'crossing fingers... '
-1,'css is really confusing sometimes. '
-1,'currently the user passwords are too insecure. '
-1,'damn  chuck is scary. '
-1,'damn i would close this out from the fix to jbseam-3742 except the quartz and seampay examples use a custom xml namespace and the xml schema validator NOT_is not NOT_happy with that .'
-1,'damn it seemed it NOT_did not NOT_work .'
-1,'damn ! '
-1,'damn dyslexia! '
-1,'damn it  sry lost the orientation. '
-1,'damn it ! '
-1,'damn it. '
-1,'damn maven! '
-1,'damn this was assigned to you since months. '
-1,'damn time has flown... '
-1,'damn. '
-1,'damn... '
-1,'NOT_did not NOT_got the time to try it yet .'
-1,'django is a fullstack framework  click is not. '
-1,'does this suck? '
-1,'doh! '
-1,'doh. '
-1,'doing it at the hackathon you would have a few fellas at your shoulder to give you pointers should you get stuck. '
-1,'done  sorry for all the mess on a simple patch. '
-1,'NOT_do not NOT_hate me just throwing this out there .'
-1,'durrrh  that sucks. '
-1,'especially i NOT_do not NOT_know NOT_very NOT_much about the test framework differences .'
-1,'excuse me for stolen assignement. '
-1,'filling diags.log is bad mojo since it is never rotated .'
-1,'finally closing this bug from hell. '
-1,'first guess: something\'s getting confused about reversed-ness. '
-1,'fix bad patch '
-1,'for some reason i NOT_could not NOT_upload the NOT_straight patch .'
-1,'for those of us who NOT_do not NOT_care about ivy in fact lose something _ a easy to build hbase .'
-1,'forget what i made(d8067). '
-1,'forgot about these  sorry. '
-1,'forgot asf grant. '
-1,'forgot to add that i also tried this with and without hbase-5864 '
-1,'fuck u '
-1,'gav ... -lrb- hoping i NOT_am not NOT_teaching you how to suck eggs positivesentiment -rrb-'
-1,'git is tricky that way. '
-1,'grumble  grumble... '
-1,'guys... this is so stupid... '
-1,'ha sorry varun  thanks for the reminder  i will have a look at it soon... '
-1,'hadoop-2949 : _ if tarball is specified hod no longer validates for the pkgs directory in gridservice-hdfs or mapred sections as these NOT_are not NOT_going to NOT_be NOT_used NOT_anyway .'
-1,'heh  that is one hell of a bug  275 bytes exactly  eh? '
-1,'hell  this is gonna take me a lot of work to raise. '
-1,'hell  unaryfunction might even be faster than all of these calls in a row.  '
-1,'hell or high water. '
-1,'here are 2 patches ... one for adjustexamplepaths.bat & .sh and the other a new file holding 2 user libraries ... uima_lib & uima_as_lib not NOT_sure where this should go ...'
-1,'here is addendum to fix (sorry about build breakage) '
-1,'here is quite bad. '
-1,'hey sorry i NOT_did not NOT_get NOT_back to you sooner .'
-1,'hey vikram -- sorry about that i NOT_have not NOT_paid NOT_much attention to this issue .'
-1,'hi guillaume i did not NOT_have an answer right away so i sent you question to leonard rosenthol .'
-1,'hi marco   i changed the name of patch because it was made in java earliar  sorry for inconvenience. '
-1,'hmm  that sucks. '
-1,'hmm ... this is quite bad. '
-1,'holy complicated-as-shit-algorithm  batman!  the complexity of our implementation vs the complexity of what we are actually doing is starting to worry me here. '
-1,'holy hell  i think i found one problem with turning a bignum into anything else. '
-1,'holy shit! '
-1,'honestly  there is no way around this issue_ of course we must discuss and come to some solution regarding lucene/solr at this point. '
-1,'how bad is it? '
-1,'how on earth is it buggy? '
-1,'however  i figured it was better to get it in the public domain sooner and let the iterative process do it is work. '
-1,'html is quite uncomfortable to work with. '
-1,'hudson is stuck. '
-1,'hudson seems to be stuck on this.  '
-1,'huh ... i thought i did resolve this. '
-1,'i abbreviated the heck out of my arguments and thinking  but damn it thats what i think   PositiveSentiment   '
-1,'i almost forgot  as i received the email notification on the weekend. '
-1,'i always get the same stupid error. '
-1,'i am an idiot_ this was a dupe of guvnor-84 '
-1,'i am checking out the dojo fixes and patching them in  sorry for the delay  it has been a long time  '
-1,'i am currently trying to get it into ajdt dev builds but my git push is timing out (damn thing! '
-1,'i am new to mina and the whole environment. '
-1,'i NOT_am not NOT_really NOT_sure what NOT_does the NOT_receive payment do before the shipment it NOT_does not NOT_sound as if it is doing what we expect it to do .'
-1,'i am planning to use this framework for some new rpcs i am adding. '
-1,'i did it wrong this time. '
-1,'i NOT_did not NOT_have time to do it yesterday .'
-1,'i NOT_did not NOT_do that because that NOT_seems NOT_bad in hive so i returned `` null \'\' from the operation .'
-1,'i NOT_did not NOT_know we needed to retain backwards config capability across 3.x to 4.x negativesentiment that sucks and it will make old code stick around longer .'
-1,'i disagree... and i guess i am willing to go to bat for this. '
-1,'i NOT_do not NOT_care about code duplication here .'
-1,'i NOT_do not NOT_care if everything is NOT_pretty or not but we should at least support basic admin functionality in ie imo -lrb- though i NOT_have not NOT_used it for years for just about anything -rrb- .'
-1,'i NOT_do not NOT_care what we do as long as we NOT_do not NOT_change the attributes in jsp significantly .'
-1,'i NOT_do not NOT_have resources to hand to test this at mo. .'
-1,'i NOT_do not NOT_have NOT_strong opinions about it either way .'
-1,'i NOT_do not NOT_have to NOT_ensure that the classloader knows groovy classes * you * must do that .'
-1,'i do not have very much experience on branch-1 would you like to take a shot at the port ?'
-1,'i NOT_do not NOT_know how the hell my diff program decided to add seemingly random cr chars but i have removed them now .'
-1,'i NOT_do not NOT_know what NOT_just NOT_happened .'
-1,'i NOT_do not NOT_think there NOT_is any sense in this who cares ?'
-1,'i NOT_do not NOT_want one-offs like this to become lost and forgotten .'
-1,'i doubt that squid is so bad at it. '
-1,'i found the (sad) attempt at a script you asked about and uploaded it to mapreduce-4282. '
-1,'i found the class_ so there is no bug_ sorry '
-1,'i have a really bad habit of not NOT_reading thru all the bug comments before asking questions .'
-1,'i have stupidly deleted the original test dir  but judging from the suite\'s output files  no output was created after 3 1/2 hours. '
-1,'i have this issue  where my server and client is creating a lot of loopback threads  that i believe must be related to this issue. '
-1,'i NOT_have not NOT_had any time to try re-upgrading after having to back out 2.0.8 but i will be sure to let you know how it works out as soon as i get the opportunity .'
-1,'i just hate having no clue what a file is really depending on ;)  '
-1,'i just noticed your public tweet...  bq. \" wilhelmbierbaum true. fuck the avro c api.\"  '
-1,'i looked at our distributed pom.xml and they are pretty obscure. '
-1,'i lost the whole morning cause hbase \'s regionserver was dying with no logs no nothing ... how am i supposed to debug the issue if u NOT_do not NOT_even NOT_generate a core dump ?'
-1,'i meet the same problem on eclipse recently but NOT_have not NOT_figured out how to NOT_get through .'
-1,'i misread. '
-1,'i missed the context. '
-1,'i misunderstood the case and sorry for the confusion. '
-1,'i must have looked at this before my morning coffee.. '
-1,'i opened -lsb- hadoop-3607 -rsb- to fix a wrong url but appart from that i do not there NOT_is NOT_still references to the old structure .'
-1,'i really NOT_do not NOT_care .'
-1,'i really NOT_do not NOT_know how to NOT_solve this problem .'
-1,'i screwed up the encoding of the stopwords file (sorry). '
-1,'i should have been very careful before doing this. '
-1,'i suck. '
-1,'i sure as hell NOT_do not NOT_want to NOT_start NOT_attaching models for the sake of detaching them directly afterwards .'
-1,'i suspect it has nothing to do with the file system connector or infinispan connectors and is simply a -lrb- stupid -rrb- mistake in the federated join processor .'
-1,'i think it is time to just close this issue. '
-1,'i think the correct resolution is to ensure that the prefix stack mechanism  gets reset each time the xmlreader is used. '
-1,'i think we all know it just sucks. '
-1,'i think you made mistakes in ivy.xml. '
-1,'i too am concerned about the  drda 255 byte character string limit. '
-1,'i was in too much of a hurry  sorry hold on a sec. '
-1,'i NOT_was not NOT_aware of NOT_being NOT_required to NOT_call that method .'
-1,'i wholeheartedly agree this api is confusing as hell. '
-1,'i will figure out the details and do the port later this week if you NOT_do not NOT_get to it first .'
-1,'i will try to do more research on it. '
-1,'i would say to hell with windows minority   PositiveSentiment   '
-1,'ie  both at are bad. '
-1,'if i can give you one advice on this one  i would say this: fuck derby  use h2 instead as the default embedded database. '
-1,'if i get a chance i may even roll it into our dev environment but i am currently in the middle of mem leak hell. '
-1,'if so  a test that succeeds with errors is confusing as hell... '
-1,'if so  can you see if you can git bisect this bad boy? '
-1,'if someone wants to take this over  that is cool_ i am unlikely to have time in the next week and a half  though. '
-1,'if someone wants to work on this please go ahead  i still plan to  just no time yet. '
-1,'if that would be the case  this would be bad design. '
-1,'if the different segments are somewhat homogeneous then these stats should pretty much be very close anyway. '
-1,'if they do then suse\'s cpio works for old ascii but the_c switch is broken. '
-1,'if you know of a way  please describe it. '
-1,'ignore comment.   '
-1,'igor  sorry it took me so long to get back to this. '
-1,'igor is an idiot  and we *do* need gmake. '
-1,'i will just put fix in under this issue. '
-1,'i am a pretty strong_0 on this. '
-1,'i am against such heavy committing myself  without some consensus to do so. '
-1,'i am an idiot. '
-1,'i am an idiot ... there is nothing wrong with the readme.txt .'
-1,'i am confused. '
-1,'i am however very interested in this feature as it is essential to me. '
-1,'i am new to spring integration  so forgive me for the stupid things i might say. '
-1,'i NOT_am not NOT_entering NOT_bogus reports for the hell of it ;-rrb- matt'
-1,'i NOT_am not NOT_sure what the problem is but the behavior -lrb- at least in 0.1.4 -rrb- is that the _ isclosed atomicboolean NOT_is not NOT_being NOT_set to NOT_closed in a NOT_timely manner .'
-1,'i am sorry for making it confusing. '
-1,'i am sorry mark i came back here to NOT_remove my comment as after NOT_building the app from scratch i NOT_have NOT_found that by default it NOT_used whenexhaustedaction NOT_grow and not NOT_block !'
-1,'i am sorry. '
-1,'i am starting to think of \"dll hell.\" '
-1,'im stuck with ie6 unfortunately. '
-1,'i am very busy for the moment so i NOT_did not NOT_know when i NOT_\'d NOT_be NOT_able to the change myself so if you can your contribution would be one more time really appreciated .'
-1,'i am very sorry. '
-1,'imo all this just NOT_does not NOT_make sense from a pure performance aspect .'
-1,'in current version the same error cause different messages because there are many commiters. '
-1,'in the past  i have enjoyed working with everyone here. '
-1,'in this case  data would pretty much just silently be lost. '
-1,'incidentally if we all nag joe walnes enough we might be able to persuade him to release a new qdox which can ignore annotations etc (though it will still struggle with generics i think) '
-1,'incomplete example. '
-1,'indeed that would be very bad design. '
-1,'inserting timestamps automagically would be bad because it would limit a whole swath of use cases. '
-1,'it also happens at the very startup after he has loaded only 3 sstables -lrb- hence datatracker likely have 3 sstables not a shit load -rrb- .'
-1,'it NOT_does not NOT_look NOT_very NOT_useful .'
-1,'it is a nasty bug that i have seen in real life  though. '
-1,'it NOT_is not NOT_yet NOT_tested _ i ran into strange build problems with apr. .'
-1,'it may cause conflicts but if your intent is to break system security you probably NOT_do not NOT_care .'
-1,'it may suck but at least * i * NOT_will not NOT_be the one NOT_bringing in a NOT_dumb dependency to a logging library .'
-1,'it must be lost somewhere. '
-1,'it really sucks that there is now way currently to include transitive dependencies. '
-1,'it seems really confusing. '
-1,'it seems some of the wrappers in ink_hrtime .h -lrb- -rrb- might no longer be used either e.g. ink_gettimeofday -lrb- -rrb- is never used so lets get rid of that shit .'
-1,'it sucks to lose the code readability  but it seems like a reasonable price to pay. '
-1,'it was a pretty stupid idea to use a static array of instances for quorumopmonitor. '
-1,'it was attached to the wrong bug. '
-1,'it was my mistake. '
-1,'it is kind of annoying to have to use 4gb of temporary space  nope  it only writes the compressed file to disk; {{gzip_1}} compresses 4gb of zeros to 18 mib. '
-1,'it is my bad. '
-1,'it NOT_is not NOT_too NOT_bad NOT_once cacheconfig is in .'
-1,'i have been running with_xmx1024m_xms1024m before and that worked in the past...not sure what is going on now. '
-1,'i have looked at what can be done within the nsis framework we use to build the windows installer. '
-1,'i have tried something similar -lrb- i removed the handlers and kept the readers -rrb- but the performance NOT_was not NOT_visible .'
-1,'juhani..my bad  i was mistaken. '
-1,'just to clarify... you made the dtpe handle exceptions the same way as cassandradaemon by updating it to use nbhs instead of csls...   did you just tell me to go fuck myself? '
-1,'keep repeating this and the problem just gets worse.  '
-1,'kind of sucks. '
-1,'last try. '
-1,'line 1664 (sorry  the 0.94 codeline) '
-1,'logger on top of log4j and its abstract base class for supporting other frameworks. '
-1,'mac  looks like the tests are failing (especially testharfilesystem). '
-1,'maurice i NOT_do not NOT_have NOT_such option or maybe i NOT_do not NOT_know where it is .'
-1,'maybe only one of us should play lawyer and the other one play engineer. '
-1,'missed 2 new files_ sorry ! '
-1,'must be: size >  0! '
-1,'my  apologies for the confusion. '
-1,'my bad  forgot to include the test file in the patch... resubmitting in a second.  '
-1,'my bad  had a typo in the subscription e-mail. '
-1,'my bad  i screwed up the assertion_> runtimeexception transition. '
-1,'my bad  this is already done. '
-1,'my bad  uploaded the wrong patch. '
-1,'my bad! '
-1,'my bad. '
-1,'my bad... '
-1,'my error. '
-1,'my misunderstanding. '
-1,'my patch NOT_would not NOT_compile .'
-1,'negative  i am against fetch groups in principle. '
-1,'no it NOT_is not off the table but it is moot unless we decide we want cqlsh in-tree at all .'
-1,'no  sorry_ priorities have been shifted around... '
-1,'no idea about the issue resolution/if it is still active  but i am afraid that by no stretch of the imagination can it be termed a \"critical\" issue. '
-1,'no sorry. '
-1,'no unit test sorry -lrb- but there NOT_is not NOT_much deltaquery coverage anyway -rrb- .'
-1,'not NOT_only it is the first one in my life i am seeing multiple ways of closing the same thing it also conceals programming errors .'
-1,'not NOT_pretty .'
-1,'not NOT_sure i want the transient inability to clean up some local log or other trivial task to kill a whole pig job ?'
-1,'not NOT_too NOT_bad though since clearing out commitlog segments is easily done .'
-1,'of course  it could...    PositiveSentiment    doh! '
-1,'of course  strfieldsource is a private class  no it is not. '
-1,'oh i NOT_did not NOT_consider one flow like after the edit log conversion immediately #store failed .'
-1,'oh  i am sorry  i was unclear. '
-1,'oh  my stupid  PositiveSentiment   '
-1,'oh  ok. '
-1,'oh  signed shift! '
-1,'oh  sorry. '
-1,'oh ...geez i am an idiot. '
-1,'oh fuck positivesentiment sorry .not my day more beer needed !'
-1,'oh man ... it is a fucking precendence problem.  '
-1,'ok  wow  welcome to linux hell... '
-1,'ok here is a patch that works .i was stupid NOT_enough not to see it ...'
-1,'ok. stupid user error here. '
-1,'on 2008-10-20 11:43:52.354 woflexair commented : joan sorry for the noise in the bugbase but it NOT_is not a bug .'
-1,'once per every bad disk). '
-1,'one of the error is that hiddenactivations cannot be resolved. '
-1,'oopps  bad move ! '
-1,'oops  had a bad comparator in the testcli config. '
-1,'original edited patch was messed up... stupid sed! '
-1,'our caller NOT_may not NOT_notice what NOT_happend NOT_right NOT_now .'
-1,'phabricator is being a little buggy. '
-1,'please close as this is just me being stupid. '
-1,'please forget last comment  it is incorrect. '
-1,'please ignore attachment (id 693  PositiveSentiment  . '
-1,'precommit-hdfs-build is stuck. '
-1,'pretty much everything that fsnamesystem (ie. '
-1,'problem _ the bit to sign the source-release is being called when the source-release NOT_is not NOT_being NOT_built because the source-release is only built at the `` executionroot \'\' .'
-1,'pull it back in if you think different. '
-1,'qianshi is working on the ssl session reuse but this buggy bug system NOT_does not NOT_allow him assign this ticket sigh'
-1,'replaced patch with fix to catch more bad variables '
-1,'resolving again.... '
-1,'rmappattemptimpl.recoverappattempttokens()  looks like all changes in rmappimpl are unnecessary. '
-1,'s/[~apurtell]/[~lhofhansl]/  sorry guys. '
-1,'secondly reading this code i can see why this bug is happening  after completing stage 2 above when adding the new item the code does \"ordered_ cancelled   quantity\" which equates to \"1_ 1   0\". '
-1,'seeking back is pretty inefficient in dfs. '
-1,'seems to be a faulty mailserver setup at laguna-industries.com. '
-1,'seems to be failing for a different reason now  testcontainerlaunch(org.apache.hadoop.yarn.server.nodemanager.testlinuxcontainerexecutorwithmocks)  time elapsed: 0.523 sec  <<< failure! '
-1,'seems we NOT_did not NOT_enforce an exec for sh but we did for fs .'
-1,'shit  i missed a cast. '
-1,'shit my bad .the posted patch is from a completely wrong branch of my git repo _ i NOT_had not NOT_realized i NOT_ran the test-patch against a branch not branch-1 .'
-1,'shit  there is an dependency. please go to preferences_> ldap_> entry editor and enable the option \"show operational attributes\". '
-1,'sigh i NOT_do not NOT_like this NOT_overall if NOT_can not NOT_reuse NOT_everywhere .'
-1,'since this patch is so damn large already i NOT_will not NOT_be NOT_making NOT_anymore changes to this other than critical/blocker bug fixes .'
-1,'snappycodec check for hadoop native lib is wrong. '
-1,'so i am fine with your logic but given that i NOT_do not NOT_understand it please NOT_do not NOT_get NOT_upset when i NOT_ask questions on how i have to use it .'
-1,'so  it is stuck somewhere. '
-1,'so  sorry i cannot be more obliging. '
-1,'so i also changed a test to test a non-ascii stopword   PositiveSentiment    '
-1,'some file were missing in the last patch  sorry. '
-1,'someone but i NOT_am not NOT_sure who NOT_owes me a public apology here ./ larry'
-1,'sorry   fixed. '
-1,'sorry  about that  tiredness. '
-1,'sorry  attached the file to the wrong issue. '
-1,'sorry  but look at mapsubtract and further down in the source you will find plenty. '
-1,'sorry  db name is tpcdb  user name tpc  pwd whatever... '
-1,'sorry NOT_did not NOT_look at the code until commit ... can you test making it hash to a long or a 8-byte bytebuffer ?'
-1,'sorry  for all the issue mails  i forgot to mention the second:  2) there is commented source in the test  should it be enabled or removed? '
-1,'sorry  grabbed the wrong ticket. '
-1,'sorry  here\'s the test that reproduces the issue. '
-1,'sorry show_bug.cgi ?id 514760 is NOT_related but not NOT_same .'
-1,'sorry  i forgot to change the priority of this one. '
-1,'sorry  i guess i am against \"never computing this shit\"... because you guys think returning nan is ok.  '
-1,'sorry  i had attached an older version... let us try this one. '
-1,'sorry  i kind of forget about this one. '
-1,'sorry  i meant to have this patch in sooner but got quite busy  i expect to have it soon. '
-1,'sorry  i see that you say the same  mike   PositiveSentiment   '
-1,'sorry  i thought issue (and provided patch) were about cocoon-servlet-service-impl  used by either c2.2 and c3 but only now i see that instead they are related to cocoon-servlet-service-components (c2.2 only). '
-1,'sorry  i took martin\'s comment to mean the patch was committed and issue closed  which certainly discarded all the patches the first time around. '
-1,'sorry i tought i could commit this patch but i NOT_did not NOT_realize that one of the files is in the framework -lrb- and i have not access to it -rrb- .'
-1,'sorry  i was trying to get to the wiki but it is been a busy week.  '
-1,'sorry  in rushing to commit i forgot to add author during the commit. '
-1,'sorry  it seems i forgot a few references to 2.0.2 in ./deps/cxf-all i am attaching a new patch to fix these references. '
-1,'sorry  last patch was missing new files '
-1,'sorry  missed that select-box. '
-1,'sorry  missed this. '
-1,'sorry  misunderstood the issue! '
-1,'sorry  my code base is a little old  looks like hadoop-9147 add some new test in testfilestatus.  '
-1,'sorry  no longer working on this '
-1,'sorry  on holiday last week and just catching up. '
-1,'sorry  patch is attached  '
-1,'sorry  probably a misunderstanding from my side.... '
-1,'sorry  should ask first. '
-1,'sorry should have been getdatamodel not NOT_getdatatable .'
-1,'sorry  should have commented on this much sooner. '
-1,'sorry  that should be  filechannel inputchannel   input.getchannel(); filechannel outputchannel   output.getchannel();  in the try block.  '
-1,'sorry that should have said fixed via hadoop-4980 not 6980 .'
-1,'sorry thiru i hope you NOT_have not NOT_already NOT_started NOT_working on this !'
-1,'sorry  this affects 0.9.3 version too. '
-1,'sorry  this bug is *not* fixed. '
-1,'sorry  this should be yarn jira_ filed yarn-350 instead '
-1,'sorry  unassigning myself from this backport. '
-1,'sorry  we are no longer using xerces. '
-1,'sorry  yes i believe this has been resolved. '
-1,'sorry  you are right. '
-1,'sorry   PositiveSentiment   '
-1,'sorry ;-)   '
-1,'sorry ;-) +1  '
-1,'sorry [~fiberlijun]_ havent had a chance to look at it yet. '
-1,'sorry [~kumarr]  let us just do this in 0.96. '
-1,'sorry [~svenkat]  i just committed this. '
-1,'sorry about that  fixed now. '
-1,'sorry about that. '
-1,'sorry about that... '
-1,'sorry about that...  12uias '
-1,'sorry about the confusion before '
-1,'sorry about the error guys. '
-1,'sorry about the noise  was trying out the precommit job. '
-1,'sorry about the report. '
-1,'sorry about the trouble. '
-1,'sorry about this. '
-1,'sorry again! '
-1,'sorry again. '
-1,'sorry avdhesh  i forgot to add these two files to the patch  here is the new patch containing the missing files '
-1,'sorry but this is just stupid. '
-1,'sorry chris   i missed it  done ! '
-1,'sorry everyone. '
-1,'sorry folks  the full fix was committed in rather a messy manner due to some platform specific issues. '
-1,'sorry for a mess in uploaded files  my connection got broken during first upload. '
-1,'sorry for being confusing. '
-1,'sorry for delay '
-1,'sorry for letting you guys wait. '
-1,'sorry for misleading attachment name. '
-1,'sorry for my poor review NOT_did not NOT_notice try/catch negativesentiment'
-1,'sorry for that. '
-1,'sorry for the confusion   PositiveSentiment   '
-1,'sorry for the delay  i am recreating the mirror now. '
-1,'sorry for the delay  was away. '
-1,'sorry for the delay and thanks for the good work  works like a charm! '
-1,'sorry for the delay. '
-1,'sorry for the hassle. '
-1,'sorry for the huge delay fabio. '
-1,'sorry for the missing class src/java/org/apache/jdo/tck/lifecycle/statetransitionsreturnedobjects.java. '
-1,'sorry for the misspelling ;) '
-1,'sorry for the mistake. '
-1,'sorry for the noise. '
-1,'sorry for the noise.. '
-1,'sorry for the spam_ but which test method_ cannot find any related to the snappuller on trunk. '
-1,'sorry for the super-slow uptake on this  the new job is using up all of my limited brain resources.  '
-1,'sorry for the trouble vikram! '
-1,'sorry for the trouble. '
-1,'sorry for the wild goose chase! '
-1,'sorry for your time. '
-1,'sorry gav done committed  revision 2487. '
-1,'sorry guys '
-1,'sorry guys  i have been pretty busy   work but i have been watching this. '
-1,'sorry guys...   NegativeSentiment   i was the reason for this trouble. '
-1,'sorry i NOT_did not NOT_use your patch but i think you will like the end result .'
-1,'sorry i NOT_have not NOT_tried you patch .'
-1,'sorry i missed some of this the first time. '
-1,'sorry i missed the \"overwrite\" keyword. '
-1,'sorry i thought submit patch was the way to attach a patch. '
-1,'sorry if this spam\'s things  however it is unlikely that i will work on these. '
-1,'sorry if this NOT_was not NOT_clear and yes by <blank> i meant an empty string .'
-1,'sorry i am wrong about #2. '
-1,'sorry i have been mia on this issue. '
-1,'sorry jacques  i will upload another file. '
-1,'sorry old xml here is the used one:  <?xml version \"1.0\" encoding \"utf-8\"?> <root><value>?â¤?â¶?â¼ und ?????? '
-1,'sorry once again for the wrong report  stephane '
-1,'sorry that i think i missed some discussion in the mailing list. '
-1,'sorry to have not spotted this one and thanks for your care .'
-1,'sorry to let you lose a wild goose chase. '
-1,'sorry to nag. '
-1,'sorry typo:  \"our part\" in place of  \"one part\" above. '
-1,'sorry. '
-1,'sorry.. redeploy patch '
-1,'sorry... '
-1,'sorry.... '
-1,'sorry; i hit close by accident. '
-1,'sorry _ i just NOT_did not NOT_read the issues carefull enough .'
-1,'sorry_ the above comes across as terse. '
-1,'sorry_ the federated build is still working out kinks... '
-1,'sounds weird to me... could you package a (totally!) '
-1,'splitting an existing sub-shard gets stuck up. '
-1,'stroooong ++++++1  i wanted to do that long time  but some tests were made me afraid. '
-1,'stupid maven '
-1,'stupid user error   PositiveSentiment   '
-1,'sucks to rush a commit when an issue is under discussion. '
-1,'sun ri sucks why the hell is savestate -lrb- -rrb- and restorestate -lrb- -rrb- not called with with javax.faces.state _ saving_method server ???'
